user_id,signup_date,acquisition_channel,country,account_type,initial_plan_id,first_project_date,first_deploy_date
918,2025-02-14,Organic,US,Individual,1,2025-02-18,
919,2025-02-14,Partner,US,Team,2,2025-02-23,2025-03-02
920,2025-02-14,Organic,CA,Individual,2,2025-02-17,
921,2025-02-14,Paid Search,US,Individual,1,2025-02-16,
922,2025-02-14,Organic,JP,Individual,1,,2025-03-13
923,2025-02-14,Paid Search,CA,Individual,1,2025-02-17,
924,2025-02-15,Organic,US,Individual,1,2025-02-20,
925,2025-02-15,Organic,IN,Individual,2,2025-02-18,
926,2025-02-15,Organic,US,Individual,1,,
927,2025-02-15,Organic,FR,Individual,1,,
928,2025-02-16,Paid Search,US,Individual,1,,
929,2025-02-16,Referral,GB,Individual,1,,
930,2025-02-17,Organic,IN,Individual,1,2025-02-20,
931,2025-02-17,Organic,JP,Individual,1,,
932,2025-02-17,Paid Search,US,Team,3,2025-02-20,2025-02-23
933,2025-02-18,Paid Search,US,Individual,1,2025-02-22,
934,2025-02-18,Content,CA,Individual,1,2025-02-25,
935,2025-02-18,Paid Search,JP,Individual,1,,2025-03-24
936,2025-02-18,Paid Search,AU,Team,3,2025-02-26,2025-02-27
937,2025-02-18,Paid Search,US,Team,2,2025-02-21,2025-02-24
938,2025-02-18,Content,US,Individual,1,2025-03-03,
939,2025-02-18,Partner,CA,Team,2,2025-02-20,2025-02-25
940,2025-02-18,Organic,US,Individual,1,,2025-03-06
941,2025-02-18,Organic,US,Individual,1,2025-02-21,2025-02-26
942,2025-02-19,Organic,US,Team,3,2025-03-01,2025-03-03
943,2025-02-19,Paid Search,DE,Team,2,2025-02-28,
944,2025-02-19,Referral,JP,Individual,2,2025-02-23,
945,2025-02-19,Paid Search,ES,Individual,1,,2025-03-05
946,2025-02-19,Organic,US,Individual,1,2025-02-25,
947,2025-02-20,Referral,DE,Individual,2,2025-02-26,2025-03-06
948,2025-02-20,Partner,BR,Team,1,,2025-03-20
949,2025-02-20,Organic,US,Individual,2,,2025-03-20
950,2025-02-20,Referral,FR,Individual,1,2025-03-04,2025-03-07
951,2025-02-20,Paid Search,US,Individual,2,2025-02-23,
952,2025-02-20,Content,US,Individual,1,,2025-03-14
953,2025-02-20,Partner,US,Individual,1,2025-02-21,
954,2025-02-20,Paid Search,US,Individual,1,2025-02-22,
955,2025-02-20,Referral,FR,Team,2,2025-02-20,2025-03-11
956,2025-02-20,Content,US,Team,1,,
957,2025-02-21,Paid Search,US,Individual,1,2025-03-05,
958,2025-02-21,Organic,US,Team,1,,
959,2025-02-21,Referral,BR,Team,2,2025-03-02,
960,2025-02-21,Organic,CA,Team,3,2025-02-26,2025-02-27
961,2025-02-21,Paid Search,GB,Individual,1,2025-02-27,
962,2025-02-21,Partner,GB,Individual,1,2025-02-23,2025-02-26
963,2025-02-21,Referral,US,Individual,1,,
964,2025-02-21,Paid Search,US,Individual,1,,
965,2025-02-21,Organic,IN,Individual,1,,2025-04-01
966,2025-02-21,Organic,US,Individual,1,2025-02-27,
967,2025-02-22,Organic,US,Individual,2,2025-03-03,
968,2025-02-22,Organic,IN,Individual,2,2025-02-27,
969,2025-02-22,Referral,US,Individual,1,2025-02-23,
970,2025-02-22,Organic,US,Individual,1,2025-03-02,
971,2025-02-22,Paid Search,CA,Team,3,2025-03-10,
972,2025-02-22,Paid Search,US,Team,3,2025-03-08,
973,2025-02-22,Content,IN,Team,3,,
974,2025-02-22,Paid Search,DE,Team,3,2025-02-23,2025-03-02
975,2025-02-22,Organic,DE,Individual,1,2025-03-05,
976,2025-02-22,Organic,IN,Team,1,,2025-03-20
977,2025-02-22,Paid Search,US,Individual,1,2025-03-10,
978,2025-02-23,Paid Search,US,Individual,2,2025-02-24,
979,2025-02-23,Paid Search,US,Individual,1,2025-02-26,
980,2025-02-23,Paid Search,US,Individual,2,2025-03-04,2025-03-20
981,2025-02-23,Organic,ES,Individual,2,,2025-03-14
982,2025-02-23,Paid Search,IN,Individual,1,2025-03-19,
983,2025-02-23,Paid Search,US,Team,3,2025-03-09,2025-03-12
984,2025-02-23,Organic,US,Individual,1,2025-03-10,
985,2025-02-23,Organic,US,Individual,2,,
986,2025-02-23,Organic,US,Team,3,2025-03-01,2025-03-13
987,2025-02-24,Organic,US,Individual,1,,
988,2025-02-24,Paid Search,GB,Individual,1,2025-02-28,
989,2025-02-24,Organic,BR,Individual,1,,2025-03-06
990,2025-02-24,Organic,IN,Individual,1,,2025-04-09
991,2025-02-24,Organic,US,Individual,1,,
992,2025-02-24,Content,US,Team,3,2025-02-27,2025-03-01
993,2025-02-24,Partner,CA,Individual,1,2025-03-03,
994,2025-02-24,Organic,IN,Individual,1,,
995,2025-02-24,Organic,BR,Team,2,2025-02-27,2025-03-12
996,2025-02-24,Organic,AU,Individual,1,2025-03-06,
997,2025-02-24,Paid Search,CA,Individual,1,2025-03-02,
998,2025-02-25,Organic,FR,Individual,1,,2025-03-06
999,2025-02-25,Referral,US,Individual,2,2025-03-10,
1000,2025-02-25,Paid Search,GB,Individual,2,2025-02-27,2025-03-02
1001,2025-02-25,Content,US,Individual,1,,2025-04-05
1002,2025-02-25,Organic,US,Individual,2,2025-03-04,
1003,2025-02-25,Partner,DE,Team,3,2025-02-27,2025-03-01
1004,2025-02-25,Referral,US,Individual,1,,
1005,2025-02-25,Organic,US,Individual,1,,
1006,2025-02-26,Paid Search,US,Individual,1,2025-03-03,2025-03-05
1007,2025-02-26,Organic,US,Individual,2,2025-03-07,2025-03-08
1008,2025-02-26,Organic,US,Individual,1,2025-02-28,
1009,2025-02-26,Organic,US,Individual,1,2025-03-10,2025-03-21
1010,2025-02-26,Paid Search,US,Team,2,2025-03-13,
1011,2025-02-26,Paid Search,US,Individual,1,2025-03-02,
1012,2025-02-26,Content,ES,Individual,1,2025-03-07,
1013,2025-02-26,Organic,US,Individual,1,2025-02-26,
1014,2025-02-26,Content,US,Individual,1,2025-03-04,2025-03-12
1015,2025-02-27,Organic,GB,Individual,1,2025-03-08,
1016,2025-02-27,Referral,BR,Individual,2,2025-03-15,
1017,2025-02-27,Organic,FR,Individual,1,2025-03-02,
1018,2025-02-27,Organic,US,Individual,1,2025-02-27,
1019,2025-02-27,Partner,GB,Team,2,2025-03-04,
1020,2025-02-27,Organic,IN,Team,3,2025-03-08,2025-03-19
1021,2025-02-27,Referral,IN,Team,1,,
1022,2025-02-28,Paid Search,FR,Team,1,2025-03-06,
1023,2025-02-28,Paid Search,AU,Individual,2,2025-03-06,
1024,2025-02-28,Paid Search,AU,Team,2,2025-03-01,
1025,2025-02-28,Referral,GB,Individual,2,2025-03-09,
1026,2025-02-28,Organic,US,Team,3,2025-03-15,2025-03-19
1027,2025-02-28,Referral,DE,Team,1,2025-03-10,
1028,2025-02-28,Content,IN,Individual,1,,
1029,2025-02-28,Organic,US,Team,3,,2025-03-14
1030,2025-02-28,Organic,ES,Individual,2,2025-03-13,
1031,2025-03-01,Referral,US,Individual,2,2025-03-11,2025-03-17
1032,2025-03-01,Paid Search,CA,Individual,1,2025-03-05,
1033,2025-03-01,Paid Search,AU,Individual,1,,
1034,2025-03-01,Organic,US,Individual,1,2025-03-04,2025-03-06
1035,2025-03-01,Paid Search,CA,Individual,2,2025-03-17,2025-03-18
1036,2025-03-01,Organic,US,Team,3,,2025-03-10
1037,2025-03-01,Paid Search,US,Individual,1,2025-03-22,
1038,2025-03-01,Referral,US,Team,2,2025-03-07,
1039,2025-03-01,Organic,US,Team,1,2025-03-02,
1040,2025-03-01,Paid Search,US,Team,2,,2025-03-18
1041,2025-03-01,Content,ES,Team,3,2025-03-10,2025-03-12
1042,2025-03-01,Referral,ES,Individual,1,2025-03-04,2025-03-12
1043,2025-03-02,Partner,US,Team,1,,2025-03-10
1044,2025-03-02,Paid Search,IN,Team,2,2025-03-03,
1045,2025-03-02,Referral,US,Individual,2,2025-03-16,
1046,2025-03-02,Organic,US,Individual,1,2025-03-16,
1047,2025-03-02,Organic,US,Individual,1,,
1048,2025-03-02,Organic,ES,Individual,1,2025-03-05,2025-03-12
1049,2025-03-02,Paid Search,JP,Individual,2,2025-03-10,
1050,2025-03-02,Partner,US,Individual,2,2025-03-18,
1051,2025-03-03,Organic,US,Individual,1,2025-03-12,
1052,2025-03-03,Referral,US,Individual,1,,
1053,2025-03-03,Referral,GB,Team,1,,
1054,2025-03-03,Paid Search,GB,Individual,1,,
1055,2025-03-03,Organic,US,Individual,1,2025-03-14,2025-03-17
1056,2025-03-03,Paid Search,IN,Individual,2,,
1057,2025-03-03,Organic,US,Individual,1,,2025-03-14
1058,2025-03-03,Organic,JP,Team,3,2025-03-08,2025-03-12
1059,2025-03-03,Content,FR,Individual,1,,
1060,2025-03-03,Organic,US,Individual,1,2025-03-15,
1061,2025-03-03,Organic,IN,Individual,1,,
1062,2025-03-04,Partner,IN,Individual,1,2025-03-13,
1063,2025-03-04,Organic,US,Team,2,,2025-03-23
1064,2025-03-04,Referral,US,Individual,1,,
1065,2025-03-04,Organic,JP,Individual,1,2025-03-16,
1066,2025-03-04,Paid Search,US,Individual,1,,
1067,2025-03-05,Organic,US,Individual,1,,2025-03-17
1068,2025-03-05,Organic,CA,Individual,2,2025-03-07,2025-03-07
1069,2025-03-05,Paid Search,IN,Individual,1,2025-03-09,
1070,2025-03-05,Referral,IN,Individual,2,2025-03-16,2025-03-18
1071,2025-03-05,Paid Search,AU,Individual,1,2025-03-09,
1072,2025-03-06,Content,GB,Individual,1,2025-03-14,2025-03-29
1073,2025-03-06,Organic,US,Team,3,2025-03-08,2025-03-13
1074,2025-03-06,Paid Search,GB,Team,3,2025-03-12,2025-03-12
1075,2025-03-06,Paid Search,IN,Individual,1,2025-03-14,2025-03-14
1076,2025-03-06,Content,US,Team,3,,2025-03-24
1077,2025-03-06,Organic,US,Individual,1,2025-03-11,
1078,2025-03-06,Paid Search,US,Individual,1,2025-03-12,
1079,2025-03-06,Partner,DE,Team,1,2025-03-09,2025-03-13
1080,2025-03-07,Organic,AU,Team,1,2025-03-13,
1081,2025-03-07,Partner,FR,Team,1,2025-03-27,
1082,2025-03-07,Organic,ES,Individual,2,2025-03-17,
1083,2025-03-07,Referral,US,Individual,1,2025-03-10,
1084,2025-03-07,Content,AU,Team,1,2025-03-17,
1085,2025-03-07,Referral,IN,Individual,1,2025-03-13,
1086,2025-03-07,Paid Search,US,Individual,1,2025-03-15,
1087,2025-03-07,Organic,ES,Individual,1,2025-03-17,
1088,2025-03-07,Content,US,Individual,1,,
1089,2025-03-07,Paid Search,AU,Individual,2,2025-03-09,2025-03-16
1090,2025-03-07,Organic,AU,Individual,2,2025-03-08,2025-04-02
1091,2025-03-08,Referral,IN,Team,3,2025-03-20,
1092,2025-03-08,Paid Search,GB,Individual,1,2025-03-13,
1093,2025-03-08,Organic,US,Individual,1,,2025-04-04
1094,2025-03-08,Organic,GB,Individual,1,2025-03-11,2025-03-15
1095,2025-03-08,Organic,US,Individual,1,2025-03-11,
1096,2025-03-09,Paid Search,IN,Individual,1,2025-03-12,2025-03-17
1097,2025-03-09,Paid Search,IN,Individual,1,,
1098,2025-03-09,Paid Search,AU,Team,2,2025-03-14,
1099,2025-03-09,Partner,US,Individual,1,,
1100,2025-03-09,Partner,IN,Team,1,2025-03-11,
1101,2025-03-09,Paid Search,JP,Individual,1,2025-03-14,2025-03-15
1102,2025-03-09,Organic,IN,Individual,1,2025-03-19,
1103,2025-03-09,Referral,US,Individual,1,2025-03-14,
1104,2025-03-09,Paid Search,US,Individual,1,,
1105,2025-03-09,Paid Search,US,Team,1,,2025-03-25
1106,2025-03-09,Referral,DE,Individual,2,2025-03-13,2025-03-13
1107,2025-03-09,Organic,DE,Individual,1,2025-03-10,
1108,2025-03-09,Content,ES,Team,1,,
1109,2025-03-09,Organic,US,Team,1,,
1110,2025-03-10,Referral,US,Team,3,2025-03-23,2025-03-29
1111,2025-03-10,Organic,DE,Individual,2,2025-03-12,2025-03-16
1112,2025-03-10,Content,BR,Team,2,2025-04-01,2025-04-03
1113,2025-03-10,Organic,JP,Individual,1,,
1114,2025-03-10,Organic,IN,Individual,2,2025-03-20,
1115,2025-03-10,Organic,US,Individual,1,2025-03-14,
1116,2025-03-10,Organic,DE,Individual,1,,2025-03-23
1117,2025-03-10,Organic,BR,Individual,1,2025-03-23,
1118,2025-03-10,Paid Search,CA,Individual,1,,2025-04-10
1119,2025-03-10,Paid Search,US,Team,3,2025-03-10,
1120,2025-03-10,Organic,US,Individual,1,2025-03-10,
1121,2025-03-10,Organic,US,Individual,2,2025-03-16,2025-03-21
1122,2025-03-10,Partner,IN,Individual,1,2025-03-11,2025-03-19
1123,2025-03-11,Referral,US,Team,2,,2025-03-23
1124,2025-03-11,Referral,US,Individual,1,2025-03-28,2025-04-06
1125,2025-03-11,Referral,US,Individual,2,2025-03-25,2025-03-30
1126,2025-03-11,Organic,GB,Team,3,2025-03-22,
1127,2025-03-12,Organic,US,Team,2,2025-03-14,2025-03-16
1128,2025-03-12,Organic,FR,Individual,1,2025-03-14,
1129,2025-03-12,Partner,US,Individual,1,2025-03-19,2025-03-27
1130,2025-03-12,Content,US,Team,2,2025-03-23,2025-03-29
1131,2025-03-12,Paid Search,CA,Individual,1,,
1132,2025-03-12,Organic,US,Individual,1,,2025-04-03
1133,2025-03-12,Organic,US,Team,1,,
1134,2025-03-12,Organic,US,Individual,2,,2025-03-31
1135,2025-03-13,Paid Search,AU,Individual,1,2025-03-15,2025-03-20
1136,2025-03-13,Organic,FR,Individual,2,2025-03-30,
1137,2025-03-13,Content,US,Individual,1,2025-03-17,2025-03-25
1138,2025-03-13,Organic,US,Individual,1,2025-03-28,
1139,2025-03-13,Content,ES,Team,3,2025-03-15,
1140,2025-03-13,Referral,FR,Individual,1,,
1141,2025-03-13,Referral,US,Individual,1,2025-03-21,
1142,2025-03-13,Paid Search,IN,Individual,1,2025-03-22,2025-03-24
1143,2025-03-13,Paid Search,IN,Individual,1,2025-03-18,2025-04-02
1144,2025-03-13,Referral,IN,Team,2,,
1145,2025-03-14,Paid Search,CA,Individual,1,2025-03-24,
1146,2025-03-14,Paid Search,US,Individual,1,2025-03-21,
1147,2025-03-14,Content,US,Individual,1,2025-03-23,2025-04-01
1148,2025-03-14,Referral,JP,Individual,1,2025-03-18,
1149,2025-03-14,Referral,DE,Individual,2,,2025-04-11
1150,2025-03-14,Partner,US,Individual,1,,2025-03-21
1151,2025-03-14,Organic,AU,Team,2,2025-03-20,
1152,2025-03-15,Organic,AU,Individual,1,2025-03-19,
1153,2025-03-15,Paid Search,ES,Individual,1,,
1154,2025-03-15,Paid Search,AU,Individual,2,2025-03-23,
1155,2025-03-15,Partner,ES,Team,3,2025-03-25,
1156,2025-03-15,Paid Search,US,Individual,1,2025-04-16,
1157,2025-03-15,Paid Search,BR,Individual,1,,
1158,2025-03-16,Paid Search,BR,Individual,1,,2025-03-25
1159,2025-03-16,Organic,US,Individual,2,,
1160,2025-03-16,Paid Search,US,Team,1,,
1161,2025-03-16,Partner,ES,Individual,1,2025-03-25,
1162,2025-03-16,Organic,US,Individual,1,,2025-03-30
1163,2025-03-17,Paid Search,AU,Team,3,2025-03-23,2025-03-26
1164,2025-03-17,Paid Search,US,Team,3,2025-03-29,
1165,2025-03-17,Organic,US,Team,3,2025-03-24,2025-04-04
1166,2025-03-17,Organic,CA,Team,3,2025-03-23,2025-03-24
1167,2025-03-17,Content,US,Individual,2,2025-03-27,2025-04-07
1168,2025-03-18,Paid Search,FR,Individual,1,,
1169,2025-03-18,Organic,GB,Individual,1,2025-03-22,2025-03-28
1170,2025-03-18,Organic,US,Individual,1,2025-03-28,
1171,2025-03-19,Referral,US,Individual,2,2025-03-22,
1172,2025-03-19,Paid Search,US,Individual,1,2025-04-01,
1173,2025-03-19,Referral,US,Individual,1,2025-03-28,
1174,2025-03-19,Organic,IN,Team,3,2025-04-05,
1175,2025-03-19,Content,US,Individual,1,2025-03-28,
1176,2025-03-19,Paid Search,US,Team,1,,
1177,2025-03-19,Organic,CA,Individual,1,2025-03-29,
1178,2025-03-19,Paid Search,US,Individual,1,,
1179,2025-03-19,Paid Search,US,Individual,1,2025-03-30,
1180,2025-03-19,Partner,US,Individual,1,2025-03-23,2025-03-25
1181,2025-03-20,Content,BR,Individual,2,2025-03-20,2025-03-25
1182,2025-03-20,Organic,JP,Team,3,,2025-04-08
1183,2025-03-20,Partner,BR,Individual,1,2025-03-20,
1184,2025-03-20,Referral,US,Individual,1,2025-03-24,
1185,2025-03-21,Content,US,Individual,1,2025-03-24,
1186,2025-03-21,Organic,GB,Individual,1,2025-03-21,
1187,2025-03-21,Paid Search,IN,Team,3,,2025-03-30
1188,2025-03-21,Organic,ES,Team,1,2025-03-27,2025-04-04
1189,2025-03-21,Partner,US,Individual,1,2025-03-21,2025-03-22
1190,2025-03-21,Organic,US,Individual,1,2025-03-25,
1191,2025-03-21,Paid Search,FR,Individual,1,,
1192,2025-03-21,Organic,BR,Team,1,,2025-03-30
1193,2025-03-22,Organic,BR,Individual,1,2025-03-26,2025-03-28
1194,2025-03-22,Referral,FR,Individual,1,2025-04-02,2025-04-05
1195,2025-03-22,Partner,JP,Team,2,,2025-04-02
1196,2025-03-22,Paid Search,GB,Individual,1,,
1197,2025-03-22,Partner,AU,Team,3,2025-03-23,
1198,2025-03-22,Organic,ES,Individual,1,2025-03-26,2025-04-12
1199,2025-03-22,Paid Search,BR,Individual,2,2025-03-24,
1200,2025-03-22,Paid Search,US,Individual,1,,
1201,2025-03-22,Organic,US,Team,3,2025-03-30,2025-04-08
1202,2025-03-22,Paid Search,GB,Team,2,2025-03-31,
1203,2025-03-22,Referral,CA,Individual,2,2025-03-23,
1204,2025-03-22,Paid Search,AU,Individual,2,2025-03-24,
1205,2025-03-23,Referral,US,Individual,1,2025-03-26,
1206,2025-03-23,Paid Search,US,Team,3,2025-04-02,2025-04-04
1207,2025-03-23,Organic,IN,Individual,2,,
1208,2025-03-23,Organic,US,Individual,1,2025-04-04,
1209,2025-03-24,Paid Search,US,Individual,1,2025-03-25,
1210,2025-03-24,Organic,US,Team,3,2025-04-14,
1211,2025-03-24,Organic,DE,Individual,2,2025-03-30,2025-04-07
1212,2025-03-24,Paid Search,US,Individual,1,2025-03-27,2025-03-30
1213,2025-03-24,Paid Search,BR,Individual,2,,2025-04-05
1214,2025-03-24,Organic,US,Team,1,,
1215,2025-03-24,Referral,AU,Individual,1,2025-03-27,2025-04-03
1216,2025-03-25,Referral,CA,Individual,1,2025-03-31,
1217,2025-03-25,Organic,US,Team,3,2025-04-15,
1218,2025-03-25,Referral,US,Individual,1,,
1219,2025-03-25,Referral,US,Individual,1,,
1220,2025-03-25,Referral,GB,Individual,2,2025-03-30,2025-03-30
1221,2025-03-25,Paid Search,US,Team,1,,2025-04-06
1222,2025-03-26,Organic,US,Individual,1,2025-03-31,
1223,2025-03-26,Referral,GB,Team,1,2025-04-06,2025-04-18
1224,2025-03-26,Organic,US,Individual,1,2025-03-29,
1225,2025-03-26,Content,US,Individual,2,2025-04-02,
1226,2025-03-26,Partner,IN,Individual,1,2025-04-13,2025-04-24
1227,2025-03-26,Paid Search,JP,Team,3,2025-04-09,
1228,2025-03-26,Organic,US,Individual,1,2025-04-13,2025-04-13
1229,2025-03-26,Organic,US,Team,3,2025-04-04,2025-04-07
1230,2025-03-26,Organic,ES,Individual,1,,2025-04-18
1231,2025-03-27,Paid Search,US,Individual,1,2025-03-29,
1232,2025-03-27,Organic,ES,Individual,1,2025-04-07,
1233,2025-03-27,Paid Search,US,Team,3,2025-04-15,2025-04-26
1234,2025-03-27,Organic,AU,Individual,1,,
1235,2025-03-27,Content,US,Individual,1,,
1236,2025-03-27,Organic,JP,Individual,1,2025-04-01,
1237,2025-03-27,Content,US,Team,1,2025-03-28,
1238,2025-03-27,Content,FR,Individual,1,2025-04-06,
1239,2025-03-27,Paid Search,US,Team,1,2025-04-03,
1240,2025-03-28,Referral,US,Individual,2,2025-04-03,2025-04-06
1241,2025-03-28,Paid Search,IN,Individual,1,,2025-05-04
1242,2025-03-28,Referral,GB,Individual,1,2025-04-03,
1243,2025-03-28,Organic,JP,Team,3,2025-04-05,2025-04-09
1244,2025-03-28,Organic,US,Team,3,2025-03-30,2025-04-04
1245,2025-03-28,Paid Search,BR,Individual,1,2025-03-29,2025-03-31
1246,2025-03-28,Paid Search,US,Individual,1,,
1247,2025-03-29,Paid Search,ES,Individual,1,2025-04-06,
1248,2025-03-29,Organic,JP,Individual,2,2025-04-04,
1249,2025-03-29,Organic,US,Individual,2,2025-03-29,2025-04-05
1250,2025-03-29,Organic,AU,Individual,2,,
1251,2025-03-29,Organic,BR,Individual,1,,
1252,2025-03-29,Organic,US,Individual,1,,
1253,2025-03-29,Organic,DE,Individual,1,,2025-04-04
1254,2025-03-30,Organic,US,Individual,1,2025-04-05,
1255,2025-03-30,Partner,BR,Individual,1,2025-04-04,
1256,2025-03-30,Organic,US,Individual,1,2025-04-09,
1257,2025-03-30,Referral,US,Team,1,2025-04-06,
1258,2025-03-30,Organic,US,Individual,1,2025-04-20,2025-04-21
1259,2025-03-30,Partner,GB,Individual,2,2025-04-10,2025-04-12
1260,2025-03-30,Paid Search,BR,Individual,2,2025-04-07,
1261,2025-03-31,Organic,ES,Individual,1,,
1262,2025-03-31,Paid Search,US,Individual,1,2025-04-04,2025-04-13
1263,2025-03-31,Paid Search,US,Individual,1,2025-04-11,2025-04-13
1264,2025-03-31,Paid Search,IN,Team,3,2025-04-05,2025-04-12
1265,2025-04-01,Organic,GB,Individual,1,,
1266,2025-04-01,Content,US,Individual,1,,
1267,2025-04-01,Paid Search,US,Individual,1,2025-04-07,
1268,2025-04-01,Organic,CA,Individual,1,2025-04-12,
1269,2025-04-01,Referral,US,Individual,1,,
1270,2025-04-01,Organic,IN,Team,3,2025-04-10,2025-04-15
1271,2025-04-02,Partner,GB,Individual,1,2025-04-08,
1272,2025-04-02,Paid Search,AU,Individual,1,,2025-04-15
1273,2025-04-02,Referral,GB,Individual,1,2025-04-03,2025-04-12
1274,2025-04-02,Organic,US,Individual,1,2025-04-14,
1275,2025-04-02,Partner,BR,Team,3,2025-04-12,2025-04-12
1276,2025-04-03,Referral,GB,Individual,1,2025-04-06,2025-04-06
1277,2025-04-03,Organic,US,Individual,2,2025-04-06,
1278,2025-04-03,Organic,DE,Individual,1,,2025-04-18
1279,2025-04-04,Organic,US,Team,1,2025-04-10,2025-04-12
1280,2025-04-04,Content,BR,Individual,1,,2025-04-22
1281,2025-04-04,Organic,CA,Individual,1,,
1282,2025-04-04,Paid Search,IN,Individual,1,2025-04-07,
1283,2025-04-04,Organic,US,Individual,1,2025-04-06,
1284,2025-04-05,Paid Search,US,Individual,1,2025-04-08,
1285,2025-04-05,Paid Search,ES,Individual,1,,2025-04-24
1286,2025-04-05,Content,IN,Individual,2,,2025-04-17
1287,2025-04-05,Paid Search,US,Individual,2,2025-04-17,2025-04-24
1288,2025-04-05,Partner,US,Individual,1,2025-04-21,2025-04-21
1289,2025-04-05,Paid Search,US,Individual,2,2025-04-15,
1290,2025-04-05,Organic,FR,Individual,1,2025-04-11,
1291,2025-04-06,Organic,IN,Individual,1,,
1292,2025-04-06,Paid Search,IN,Individual,2,2025-04-07,
1293,2025-04-06,Content,CA,Team,2,2025-04-13,
1294,2025-04-06,Partner,IN,Individual,1,2025-04-23,
1295,2025-04-06,Organic,US,Individual,1,2025-04-18,
1296,2025-04-06,Organic,US,Individual,2,,2025-04-17
1297,2025-04-06,Organic,GB,Team,3,2025-04-10,
1298,2025-04-06,Content,JP,Individual,1,2025-04-18,2025-04-23
1299,2025-04-06,Partner,IN,Individual,1,2025-04-16,
1300,2025-04-06,Referral,GB,Individual,1,,2025-04-12
1301,2025-04-07,Paid Search,DE,Individual,1,2025-04-22,
1302,2025-04-07,Paid Search,JP,Individual,1,,2025-04-13
1303,2025-04-07,Paid Search,US,Individual,1,2025-04-08,2025-04-14
1304,2025-04-08,Organic,US,Individual,1,2025-04-17,2025-04-18
1305,2025-04-08,Paid Search,ES,Team,2,2025-04-10,2025-04-15
1306,2025-04-08,Organic,BR,Individual,1,,
1307,2025-04-08,Organic,US,Individual,1,2025-04-13,
1308,2025-04-08,Content,CA,Individual,2,2025-04-18,2025-04-20
1309,2025-04-08,Referral,US,Individual,1,,2025-04-19
1310,2025-04-08,Paid Search,US,Individual,1,,
1311,2025-04-08,Paid Search,JP,Individual,1,2025-04-12,
1312,2025-04-08,Organic,US,Individual,1,2025-04-12,
1313,2025-04-09,Referral,AU,Team,1,,
1314,2025-04-09,Referral,US,Team,2,2025-04-21,
1315,2025-04-09,Referral,GB,Individual,1,2025-04-10,
1316,2025-04-09,Referral,US,Individual,1,,
1317,2025-04-09,Organic,IN,Team,2,2025-04-14,2025-04-15
1318,2025-04-09,Organic,GB,Individual,1,2025-04-20,
1319,2025-04-10,Paid Search,DE,Team,3,2025-04-13,2025-04-29
1320,2025-04-10,Organic,US,Individual,1,,
1321,2025-04-10,Referral,US,Individual,1,2025-04-16,
1322,2025-04-10,Organic,US,Individual,1,2025-04-12,2025-04-14
1323,2025-04-10,Organic,US,Individual,1,,
1324,2025-04-10,Paid Search,DE,Individual,1,2025-05-02,
1325,2025-04-10,Content,GB,Individual,1,2025-04-16,2025-04-28
1326,2025-04-10,Organic,DE,Individual,1,,
1327,2025-04-10,Paid Search,GB,Individual,1,2025-04-12,
1328,2025-04-10,Paid Search,US,Individual,1,2025-04-22,2025-04-23
1329,2025-04-11,Organic,US,Team,3,2025-04-14,2025-04-17
1330,2025-04-11,Paid Search,US,Individual,1,2025-05-03,
1331,2025-04-11,Referral,BR,Team,3,,2025-04-21
1332,2025-04-11,Paid Search,DE,Individual,1,2025-04-22,2025-05-01
1333,2025-04-12,Partner,US,Individual,1,,
1334,2025-04-12,Organic,US,Team,1,2025-04-13,
1335,2025-04-12,Organic,AU,Individual,2,,2025-04-20
1336,2025-04-12,Content,IN,Individual,1,2025-04-14,
1337,2025-04-12,Organic,FR,Individual,2,,
1338,2025-04-13,Paid Search,US,Individual,1,2025-04-17,2025-04-25
1339,2025-04-13,Referral,US,Individual,1,2025-04-15,
1340,2025-04-13,Organic,ES,Team,2,2025-04-27,2025-04-30
1341,2025-04-13,Referral,IN,Individual,2,,2025-04-29
1342,2025-04-13,Organic,US,Individual,1,2025-04-16,2025-04-26
1343,2025-04-13,Organic,BR,Individual,1,,
1344,2025-04-13,Organic,IN,Individual,1,,
1345,2025-04-14,Partner,US,Individual,1,2025-04-18,
1346,2025-04-14,Organic,US,Individual,1,,
1347,2025-04-14,Referral,US,Individual,2,2025-04-22,2025-04-27
1348,2025-04-14,Content,US,Individual,2,2025-04-18,
1349,2025-04-14,Paid Search,IN,Individual,1,,
1350,2025-04-14,Paid Search,US,Individual,2,2025-04-25,2025-05-03
1351,2025-04-15,Paid Search,BR,Individual,1,,
1352,2025-04-15,Organic,ES,Individual,1,,2025-04-23
1353,2025-04-15,Paid Search,US,Team,3,2025-04-22,
1354,2025-04-16,Paid Search,CA,Individual,1,,
1355,2025-04-16,Content,IN,Individual,2,,2025-04-29
1356,2025-04-16,Content,IN,Individual,1,2025-05-01,
1357,2025-04-16,Partner,IN,Individual,1,,2025-05-02
1358,2025-04-16,Content,US,Individual,1,2025-04-20,
1359,2025-04-16,Paid Search,CA,Individual,1,2025-04-25,2025-04-28
1360,2025-04-16,Referral,DE,Individual,1,,
1361,2025-04-16,Content,ES,Individual,2,,2025-05-01
1362,2025-04-16,Paid Search,US,Individual,2,2025-04-20,2025-04-28
1363,2025-04-17,Content,JP,Individual,1,,
1364,2025-04-17,Paid Search,US,Individual,1,2025-05-02,2025-05-07
1365,2025-04-17,Paid Search,ES,Individual,1,,
